gm (L=4.5e-08) X,gm (L=4.5e-08) YRe,gm (L=4.5e-08) YReImag,gm (L=9e-08) X,gm (L=9e-08) YRe,gm (L=9e-08) YReImag,gm (L=1.35e-07) X,gm (L=1.35e-07) YRe,gm (L=1.35e-07) YReImag,gm (L=1e-06) X,gm (L=1e-06) YRe,gm (L=1e-06) YReImag
1.386686057184475e-08,3.484917537642403e-07,-1.116033678176514e-10,1.386686057184475e-08,3.717280264478454e-07,-1.115366496967746e-10,1.386686057184475e-08,3.737751843014346e-07,-1.116112617898926e-10,1.386686057184475e-08,3.280967528937585e-07,-1.187483051200703e-10
1.402026750811405e-08,3.520352265927826e-07,-1.11608137929014e-10,1.402026750811405e-08,3.754769500037891e-07,-1.115416328033506e-10,1.402026750811405e-08,3.77536159500157e-07,-1.116169726870803e-10,1.402026750811405e-08,3.312966123706118e-07,-1.187809572186122e-10
1.417537156162006e-08,3.556132948665198e-07,-1.116129180243431e-10,1.417537156162006e-08,3.792621948038749e-07,-1.115466283403641e-10,1.417537156162006e-08,3.81333587064318e-07,-1.116226989893465e-10,1.417537156162006e-08,3.345267529141275e-07,-1.188137097285535e-10
1.433219150730858e-08,3.592262775654552e-07,-1.116177081464306e-10,1.433219150730858e-08,3.830840958610202e-07,-1.115516363619251e-10,1.433219150730858e-08,3.851678061183325e-07,-1.116284407587106e-10,1.433219150730858e-08,3.377874471179757e-07,-1.188465630110814e-10
1.449074632782976e-08,3.628744964135781e-07,-1.116225083382803e-10,1.449074632782976e-08,3.869429911625773e-07,-1.115566569223873e-10,1.449074632782976e-08,3.890391588779232e-07,-1.116341980574406e-10,1.449074632782976e-08,3.410789697181295e-07,-1.188795174301653e-10
1.465105521583586e-08,3.665582759017739e-07,-1.116273186431073e-10,1.465105521583586e-08,3.908392216982328e-07,-1.115616900763489e-10,1.465105521583586e-08,3.929479906804746e-07,-1.116399709480547e-10,1.465105521583586e-08,3.444015976020432e-07,-1.189125733525948e-10
1.481313757630447e-08,3.702779433110405e-07,-1.116321391043386e-10,1.481313757630447e-08,3.947731314880054e-07,-1.115667358786519e-10,1.481313757630447e-08,3.968946500151143e-07,-1.116457594933203e-10,1.481313757630447e-08,3.477556098188951e-07,-1.189457311480326e-10
1.497701302888748e-08,3.740338287358464e-07,-1.116369697656139e-10,1.497701302888748e-08,3.987450676107525e-07,-1.115717943843833e-10,1.497701302888748e-08,4.008794885536238e-07,-1.116515637562548e-10,1.497701302888748e-08,3.511412875895224e-07,-1.189789911890472e-10
1.514270141028593e-08,3.778262651078228e-07,-1.116418106707857e-10,1.514270141028593e-08,4.027553802329131e-07,-1.115768656488746e-10,1.514270141028593e-08,4.049028611814427e-07,-1.116573838001251e-10,1.514270141028593e-08,3.545589143149871e-07,-1.190123538511437e-10
1.531022277665125e-08,3.816555882196917e-07,-1.116466618639194e-10,1.531022277665125e-08,4.06804422637678e-07,-1.115819497277022e-10,1.531022277665125e-08,4.089651260292173e-07,-1.116632196884483e-10,1.531022277665125e-08,3.580087755872362e-07,-1.190458195128252e-10
1.547959740601294e-08,3.855221367493953e-07,-1.116515233892939e-10,1.547959740601294e-08,4.108925512545453e-07,-1.115870466766881e-10,1.547959740601294e-08,4.130666445045706e-07,-1.116690714849911e-10,1.547959740601294e-08,3.614911591981037e-07,-1.190793885556266e-10
1.565084580073324e-08,3.894262522845184e-07,-1.11656395291402e-10,1.565084580073324e-08,4.150201256890327e-07,-1.115921565518992e-10,1.565084580073324e-08,4.172077813243125e-07,-1.116749392537705e-10,1.565084580073324e-08,3.650063551477706e-07,-1.191130613641444e-10
1.582398868998884e-08,3.933682793469984e-07,-1.116612776149504e-10,1.582398868998884e-08,4.191875087530465e-07,-1.115972794096481e-10,1.582398868998884e-08,4.213889045470527e-07,-1.116808230590532e-10,1.582398868998884e-08,3.685546556555251e-07,-1.191468383261052e-10
1.59990470322801e-08,3.973485654180818e-07,-1.116661704048602e-10,1.59990470322801e-08,4.233950664953898e-07,-1.116024153064925e-10,1.59990470322801e-08,4.256103856061582e-07,-1.116867229653559e-10,1.59990470322801e-08,3.721363551674693e-07,-1.191807198323868e-10
1.617604201796806e-08,4.013674609634909e-07,-1.11671073706267e-10,1.617604201796806e-08,4.276431682328342e-07,-1.116075642992361e-10,1.617604201796806e-08,4.298725993431821e-07,-1.116926390374461e-10,1.617604201796806e-08,3.757517503662559e-07,-1.192147062770721e-10
1.635499507183941e-08,4.054253194590189e-07,-1.116759875645211e-10,1.635499507183941e-08,4.319321865814013e-07,-1.116127264449284e-10,1.635499507183941e-08,4.341759240415028e-07,-1.116985713403403e-10,1.635499507183941e-08,3.794011401795553e-07,-1.192487980574925e-10
1.653592785569999e-08,4.095224974162524e-07,-1.11680912025188e-10,1.653592785569999e-08,4.362624974881805e-07,-1.116179018008643e-10,1.653592785569999e-08,4.385207414605652e-07,-1.117045199393053e-10,1.653592785569999e-08,3.83084825789161e-07,-1.192829955742753e-10
1.671886227099682e-08,4.136593544086507e-07,-1.116858471340483e-10,1.671886227099682e-08,4.406344802634735e-07,-1.116230904245847e-10,1.671886227099682e-08,4.429074368705013e-07,-1.117104848998581e-10,1.671886227099682e-08,3.868031106390794e-07,-1.193172992313822e-10
1.690382046146926e-08,4.178362530979288e-07,-1.11690792937098e-10,1.690382046146926e-08,4.45048517613395e-07,-1.11628292373876e-10,1.690382046146926e-08,4.473363990870034e-07,-1.117164662877648e-10,1.690382046146926e-08,3.905563004450215e-07,-1.193517094361611e-10
1.709082481582943e-08,4.220535592607179e-07,-1.116957494805485e-10,1.709082481582943e-08,4.495049956727178e-07,-1.116335077067707e-10,1.709082481582943e-08,4.518080205067791e-07,-1.117224641690418e-10,1.709082481582943e-08,3.943447032016013e-07,-1.193862265993899e-10
1.727989797047232e-08,4.263116418155336e-07,-1.117007168108271e-10,1.727989797047232e-08,4.540043040384953e-07,-1.116387364815468e-10,1.727989797047232e-08,4.563226971433123e-07,-1.117284786099547e-10,1.727989797047232e-08,3.981686291916866e-07,-1.19420851135333e-10
1.747106281221584e-08,4.306108728500609e-07,-1.117056949745767e-10,1.747106281221584e-08,4.585468358036564e-07,-1.116439787567278e-10,1.747106281221584e-08,4.608808286631973e-07,-1.117345096770187e-10,1.747106281221584e-08,4.020283909935455e-07,-1.194555834617687e-10
1.766434248107127e-08,4.34951627648693e-07,-1.117106840186561e-10,1.766434248107127e-08,4.631329875914334e-07,-1.11649234591083e-10,1.766434248107127e-08,4.654828184227636e-07,-1.117405574369984e-10,1.766434248107127e-08,4.059243034897168e-07,-1.19490424000058e-10
1.785976037304422e-08,4.393342847205438e-07,-1.117156839901403e-10,1.785976037304422e-08,4.677631595899249e-07,-1.116545040436267e-10,1.785976037304422e-08,4.70129073505152e-07,-1.117466219569073e-10,1.785976037304422e-08,4.098566838745969e-07,-1.195253731751807e-10
1.805734014296673e-08,4.437592258275667e-07,-1.117206949363195e-10,1.805734014296673e-08,4.724377555873595e-07,-1.116597871736187e-10,1.805734014296673e-08,4.748200047579183e-07,-1.117527033040078e-10,1.805734014296673e-08,4.138258516616264e-07,-1.195604314157861e-10
1.825710570736056e-08,4.482268360132462e-07,-1.117257169047009e-10,1.825710570736056e-08,4.771571830075619e-07,-1.116650840405641e-10,1.825710570736056e-08,4.795560268310298e-07,-1.117588015458115e-10,1.825710570736056e-08,4.178321286919686e-07,-1.195955991542496e-10
1.845908124733228e-08,4.527375036314128e-07,-1.11730749943007e-10,1.845908124733228e-08,4.819218529460674e-07,-1.116703947042124e-10,1.845908124733228e-08,4.843375582153168e-07,-1.117649167500774e-10,1.845908124733228e-08,4.21875839141224e-07,-1.196308768267166e-10
1.86632912115003e-08,4.572916203755438e-07,-1.117357940991765e-10,1.86632912115003e-08,4.867321802066877e-07,-1.116757192245579e-10,1.86632912115003e-08,4.891650212813396e-07,-1.11771048984814e-10,1.86632912115003e-08,4.259573095264642e-07,-1.196662648731511e-10
1.886976031895431e-08,4.618895813083503e-07,-1.11740849421364e-10,1.886976031895431e-08,4.915885833383772e-07,-1.116810576618395e-10,1.886976031895431e-08,4.940388423188267e-07,-1.117771983182769e-10,1.886976031895431e-08,4.300768687143615e-07,-1.197017637373946e-10
1.907851356224748e-08,4.66531784891751e-07,-1.1174591595794e-10,1.907851356224748e-08,4.96491484672853e-07,-1.1168641007654e-10,1.907851356224748e-08,4.989594515764809e-07,-1.117833648189696e-10,1.907851356224748e-08,4.342348479275898e-07,-1.197373738672154e-10
1.928957621042173e-08,4.712186330171911e-07,-1.117509937574905e-10,1.928957621042173e-08,5.014413103624293e-07,-1.11691776529386e-10,1.928957621042173e-08,5.039272833023544e-07,-1.117895485556431e-10,1.928957621042173e-08,4.384315807517696e-07,-1.197730957143541e-10
1.950297381206649e-08,4.759505310363651e-07,-1.117560828688175e-10,1.950297381206649e-08,5.064384904185851e-07,-1.116971570813478e-10,1.950297381206649e-08,5.089427757845489e-07,-1.117957495972951e-10,1.950297381206649e-08,4.426674031417008e-07,-1.19808929734582e-10
1.971873219841129e-08,4.807278877922371e-07,-1.117611833409381e-10,1.971873219841129e-08,5.114834587508616e-07,-1.117025517936384e-10,1.971873219841129e-08,5.140063713926023e-07,-1.118019680131708e-10,1.971873219841129e-08,4.469426534289295e-07,-1.198448763877562e-10
1.993687748645255e-08,4.855511156505889e-07,-1.117662952230849e-10,1.993687748645255e-08,5.16576653206361e-07,-1.11707960727714e-10,1.993687748645255e-08,5.191185166191982e-07,-1.118082038727609e-10,1.993687748645255e-08,4.512576723274342e-07,-1.198809361378699e-10
2.0157436082115e-08,4.904206305317951e-07,-1.117714185647053e-10,2.0157436082115e-08,5.217185156097655e-07,-1.117133839452725e-10,2.0157436082115e-08,5.242796621224619e-07,-1.118144572458026e-10,2.0157436082115e-08,4.556128029397916e-07,-1.199171094531109e-10
2.038043468344803e-08,4.953368519430918e-07,-1.117765534154619e-10,2.038043468344803e-08,5.269094918037967e-07,-1.117188215082544e-10,2.038043468344803e-08,5.294902627687168e-07,-1.118207282022782e-10,2.038043468344803e-08,4.600083907634502e-07,-1.199533968059112e-10
2.060590028385742e-08,5.003002030112852e-07,-1.117816998252316e-10,2.060590028385742e-08,5.321500316904293e-07,-1.117242734788407e-10,2.060590028385742e-08,5.347507776758175e-07,-1.118270168124155e-10,2.060590028385742e-08,4.644447836964802e-07,-1.199897986730031e-10
2.083386017537285e-08,5.053111105157785e-07,-1.117868578441055e-10,2.083386017537285e-08,5.374405892722786e-07,-1.117297399194541e-10,2.083386017537285e-08,5.400616702569058e-07,-1.118333231466873e-10,2.083386017537285e-08,4.689223320434181e-07,-1.200263155354849e-10
2.106434195195148e-08,5.103700049220938e-07,-1.117920275223887e-10,2.106434195195148e-08,5.427816226949727e-07,-1.11735220892757e-10,2.106434195195148e-08,5.454234082646857e-07,-1.118396472758103e-10,2.106434195195148e-08,4.734413885203827e-07,-1.200629478788635e-10
2.129737351281817e-08,5.154773204157927e-07,-1.117972089106001e-10,2.129737351281817e-08,5.481735942897623e-07,-1.117407164616517e-10,2.129737351281817e-08,5.508364638363452e-07,-1.118459892707448e-10,2.129737351281817e-08,4.780023082607644e-07,-1.200996961931183e-10
2.153298306584259e-08,5.206334949368473e-07,-1.118024020594715e-10,2.153298306584259e-08,5.536169706168178e-07,-1.117462266892798e-10,2.153298306584259e-08,5.563013135387882e-07,-1.118523492026953e-10,2.153298306584259e-08,4.826054488201693e-07,-1.201365609727672e-10
2.177119913095373e-08,5.258389702144424e-07,-1.118076070199475e-10,2.177119913095373e-08,5.591122225091181e-07,-1.117517516390213e-10,2.177119913095373e-08,5.618184384147615e-07,-1.118587271431081e-10,2.177119913095373e-08,4.872511701814582e-07,-1.201735427169048e-10
2.201205054359212e-08,5.31094191802268e-07,-1.118128238431851e-10,2.201205054359212e-08,5.646598251169303e-07,-1.117572913744941e-10,2.201205054359212e-08,5.673883240290793e-07,-1.118651231636726e-10,2.201205054359212e-08,4.919398347593655e-07,-1.202106419292831e-10
2.225556645820034e-08,5.363996091142525e-07,-1.118180525805533e-10,2.225556645820034e-08,5.702602579528129e-07,-1.117628459595532e-10,2.225556645820034e-08,5.730114605156451e-07,-1.118715373363196e-10,2.225556645820034e-08,4.966718074051273e-07,-1.202478591183602e-10
2.250177635175205e-08,5.417556754607367e-07,-1.11823293283632e-10,2.250177635175205e-08,5.759140049373271e-07,-1.117684154582899e-10,2.250177635175205e-08,5.786883426251532e-07,-1.118779697332212e-10,2.250177635175205e-08,5.014474554108872e-07,-1.202851947973593e-10
2.275071002732012e-08,5.471628480851835e-07,-1.118285460042123e-10,2.275071002732012e-08,5.816215544452363e-07,-1.117739999350314e-10,2.275071002732012e-08,5.844194697729237e-07,-1.118844204267903e-10,2.275071002732012e-08,5.062671485135078e-07,-1.203226494843289e-10
2.300239761768421e-08,5.526215882013818e-07,-1.118338107942951e-10,2.300239761768421e-08,5.873833993524906e-07,-1.117795994543396e-10,2.300239761768421e-08,5.902053460877957e-07,-1.118908894896797e-10,2.300239761768421e-08,5.111312588987309e-07,-1.203602237022131e-10
2.325686958897826e-08,5.581323610310481e-07,-1.118390877060912e-10,2.325686958897826e-08,5.932000370835998e-07,-1.117852140810106e-10,2.325686958897826e-08,5.960464804612106e-07,-1.118973769947815e-10,2.325686958897826e-08,5.160401612052867e-07,-1.203979179789067e-10
2.351415674437837e-08,5.636956358421154e-07,-1.118443767920199e-10,2.351415674437837e-08,5.990719696600217e-07,-1.117908438800737e-10,2.351415674437837e-08,6.019433865971041e-07,-1.119038830152272e-10,2.351415674437837e-08,5.209942325273045e-07,-1.204357328473132e-10
2.377429022783138e-08,5.693118859873578e-07,-1.118496781047093e-10,2.377429022783138e-08,6.04999703748698e-07,-1.117964889167902e-10,2.377429022783138e-08,6.078965830621727e-07,-1.119104076243859e-10,2.377429022783138e-08,5.25993852418601e-07,-1.204736688454189e-10
2.403730152782482e-08,5.74981588943668e-07,-1.118549916969943e-10,2.403730152782482e-08,6.109837507117784e-07,-1.118021492566532e-10,2.403730152782482e-08,6.139065933369578e-07,-1.119169508958647e-10,2.403730152782482e-08,5.310394028955675e-07,-1.205117265163492e-10
2.430322248119851e-08,5.807052263517715e-07,-1.118603176219171e-10,2.430322248119851e-08,6.170246266566392e-07,-1.11807824965386e-10,2.430322248119851e-08,6.199739458672431e-07,-1.119235129035074e-10,2.430322248119851e-08,5.361312684396239e-07,-1.205499064084386e-10
2.457208527699828e-08,5.864832840566237e-07,-1.118656559327254e-10,2.457208527699828e-08,6.231228524865864e-07,-1.118135161089413e-10,2.457208527699828e-08,6.2609917411635e-07,-1.119300937213939e-10,2.457208527699828e-08,5.412698359998241e-07,-1.205882090752866e-10
2.484392246037242e-08,5.923162521482653e-07,-1.118710066828723e-10,2.484392246037242e-08,6.292789539526059e-07,-1.118192227535002e-10,2.484392246037242e-08,6.322828166178554e-07,-1.1193669342384e-10,2.484392246037242e-08,5.464554949952796e-07,-1.206266350758252e-10
2.511876693651117e-08,5.982046250032245e-07,-1.118763699260149e-10,2.511876693651117e-08,6.354934617053494e-07,-1.118249449654713e-10,2.511876693651117e-08,6.385254170287789e-07,-1.119433120853958e-10,2.511876693651117e-08,5.516886373180542e-07,-1.206651849744013e-10
2.53966519746298e-08,6.041489013265783e-07,-1.118817457160135e-10,2.53966519746298e-08,6.417669113481362e-07,-1.118306828114891e-10,2.53966519746298e-08,6.448275241837531e-07,-1.119499497808463e-10,2.53966519746298e-08,5.56969657333519e-07,-1.207038593408201e-10
2.567761121199576e-08,6.101495841945525e-07,-1.118871341069309e-10,2.567761121199576e-08,6.480998434905598e-07,-1.118364363584136e-10,2.567761121199576e-08,6.511896921494781e-07,-1.119566065852086e-10,2.567761121199576e-08,5.622989518834297e-07,-1.207426587504288e-10
2.596167865800041e-08,6.162071810978309e-07,-1.118925351530311e-10,2.596167865800041e-08,6.544928038027632e-07,-1.118422056733285e-10,2.596167865800041e-08,6.576124802799434e-07,-1.119632825737336e-10,2.596167865800041e-08,5.676769202863157e-07,-1.207815837841798e-10
2.624888869827574e-08,6.223222039851695e-07,-1.118979489087784e-10,2.624888869827574e-08,6.609463430706134e-07,-1.118479908235404e-10,2.624888869827574e-08,6.640964532721919e-07,-1.119699778219034e-10,2.624888869827574e-08,5.731039643389737e-07,-1.208206350286916e-10
2.653927609885667e-08,6.284951693081002e-07,-1.119033754288363e-10,2.653927609885667e-08,6.674610172514394e-07,-1.118537918765772e-10,2.653927609885667e-08,6.706421812228535e-07,-1.119766924054315e-10,2.653927609885667e-08,5.785804883176843e-07,-1.208598130763372e-10
2.683287601038943e-08,6.347265980658641e-07,-1.119088147680663e-10,2.683287601038943e-08,6.740373875306729e-07,-1.118596089001871e-10,2.683287601038943e-08,6.772502396851648e-07,-1.11983426400261e-10,2.683287601038943e-08,5.841068989779915e-07,-1.208991185252983e-10
2.712972397238637e-08,6.410170158511916e-07,-1.119142669815268e-10,2.712972397238637e-08,6.80676020379199e-07,-1.118654419623373e-10,2.712972397238637e-08,6.839212097267159e-07,-1.119901798825655e-10,2.712972397238637e-08,5.896836055560097e-07,-1.209385519796392e-10
2.7429855917528e-08,6.473669528966707e-07,-1.119197321244718e-10,2.7429855917528e-08,6.873774876112685e-07,-1.118712911312125e-10,2.7429855917528e-08,6.906556779877603e-07,-1.119969529287463e-10,2.7429855917528e-08,5.953110197674953e-07,-1.209781140493838e-10
2.773330817601252e-08,6.537769441218749e-07,-1.1192521025235e-10,2.773330817601252e-08,6.941423664437213e-07,-1.118771564752137e-10,2.773330817601252e-08,6.974542367403967e-07,-1.120037456154336e-10,2.773330817601252e-08,6.009895558086584e-07,-1.210178053505787e-10
2.80401174799535e-08,6.602475291810059e-07,-1.119307014208027e-10,2.80401174799535e-08,7.009712395554221e-07,-1.118830380629565e-10,2.80401174799535e-08,7.043174839479276e-07,-1.120105580194834e-10,2.80401174799535e-08,6.067196303548017e-07,-1.21057626505379e-10
2.835032096782622e-08,6.667792525114602e-07,-1.119362056856634e-10,2.835032096782622e-08,7.078646951478357e-07,-1.1188893596327e-10,2.835032096782622e-08,7.11246023325497e-07,-1.120173902179789e-10,2.835032096782622e-08,6.12501662559901e-07,-1.210975781421068e-10
2.866395618896315e-08,6.73372663382894e-07,-1.119417231029556e-10,2.866395618896315e-08,7.148233270063957e-07,-1.118948502451951e-10,2.866395618896315e-08,7.182404644008739e-07,-1.120242422882279e-10,2.866395618896315e-08,6.183360740561454e-07,-1.211376608953443e-10
2.898106110809924e-08,6.800283159471042e-07,-1.119472537288921e-10,2.898106110809924e-08,7.218477345625355e-07,-1.119007809779827e-10,2.898106110809924e-08,7.253014225761085e-07,-1.120311143077634e-10,2.898106110809924e-08,6.242232889511115e-07,-1.211778754059839e-10
2.930167410996743e-08,6.867467692886693e-07,-1.119527976198727e-10,2.930167410996743e-08,7.289385229567231e-07,-1.119067282310929e-10,2.930167410996743e-08,7.324295191900675e-07,-1.120380063543415e-10,2.930167410996743e-08,6.301637338278675e-07,-1.212182223213313e-10
2.962583400394504e-08,6.935285874762586e-07,-1.119583548324833e-10,2.962583400394504e-08,7.360963031022378e-07,-1.119126920741927e-10,2.962583400394504e-08,7.396253815810859e-07,-1.120449185059414e-10,2.962583400394504e-08,6.361578377421275e-07,-1.212587022951585e-10
2.995358002875154e-08,7.003743396148034e-07,-1.11963925423494e-10,2.995358002875154e-08,7.433216917499182e-07,-1.119186725771547e-10,2.995358002875154e-08,7.468896431509777e-07,-1.120518508407637e-10,2.995358002875154e-08,6.422060322198967e-07,-1.212993159878004e-10
3.028495185719827e-08,7.072845998982795e-07,-1.119695094498577e-10,3.028495185719827e-08,7.506153115535383e-07,-1.119246698100551e-10,3.028495185719827e-08,7.542229434290665e-07,-1.120588034372303e-10,3.028495185719827e-08,6.483087512552098e-07,-1.213400640662165e-10
3.061998960099077e-08,7.142599476635432e-07,-1.119751069687082e-10,3.061998960099077e-08,7.579777911364328e-07,-1.119306838431726e-10,3.061998960099077e-08,7.616259281375274e-07,-1.120657763739838e-10,3.061998960099077e-08,6.544664313075223e-07,-1.213809472040809e-10
3.095873381558417e-08,7.213009674446275e-07,-1.119807180373582e-10,3.095873381558417e-08,7.654097651585443e-07,-1.11936714746986e-10,3.095873381558417e-08,7.690992492568883e-07,-1.120727697298849e-10,3.095873381558417e-08,6.606795112982434e-07,-1.214219660818571e-10
3.130122550509236e-08,7.284082490281867e-07,-1.119863427132983e-10,3.130122550509236e-08,7.729118743848412e-07,-1.119427625921729e-10,3.130122550509236e-08,7.766435650925934e-07,-1.120797835840136e-10,3.130122550509236e-08,6.669484326073489e-07,-1.214631213868759e-10
3.164750612725137e-08,7.35582387509514e-07,-1.119919810541943e-10,3.164750612725137e-08,7.804847657542547e-07,-1.119488274496075e-10,3.164750612725137e-08,7.842595403420276e-07,-1.120868180156668e-10,3.164750612725137e-08,6.73273639069598e-07,-1.215044138134274e-10
3.199761759843779e-08,7.428239833495965e-07,-1.11997633117886e-10,3.199761759843779e-08,7.881290924497873e-07,-1.119549093903589e-10,3.199761759843779e-08,7.919478461623268e-07,-1.120938731043583e-10,3.199761759843779e-08,6.796555769705931e-07,-1.215458440628316e-10
3.235160229874259e-08,7.501336424328662e-07,-1.120032989623847e-10,3.235160229874259e-08,7.958455139693929e-07,-1.119610084856896e-10,3.235160229874259e-08,7.997091602389748e-07,-1.121009489298173e-10,3.235160229874259e-08,6.860946950416421e-07,-1.215874128435228e-10
3.270950307710116e-08,7.575119761259467e-07,-1.120089786458714e-10,3.270950307710116e-08,8.036346961978238e-07,-1.119671248070526e-10,3.270950307710116e-08,8.075441668549884e-07,-1.12108045571988e-10,3.270950307710116e-08,6.925914444563531e-07,-1.216291208711365e-10
3.307136325648001e-08,7.649596013372713e-07,-1.120146722266951e-10,3.307136325648001e-08,8.114973114796862e-07,-1.119732584260909e-10,3.307136325648001e-08,8.154535569607852e-07,-1.121151631110285e-10,3.307136325648001e-08,6.991462788241964e-07,-1.216709688685942e-10
3.343722663912097e-08,7.724771405775549e-07,-1.120203797633699e-10,3.343722663912097e-08,8.194340386927802e-07,-1.119794094146337e-10,3.343722663912097e-08,8.234380282448249e-07,-1.121223016273095e-10,3.343722663912097e-08,7.057596541857224e-07,-1.21712957566186e-10
3.380713751184328e-08,7.800652220211117e-07,-1.120261013145737e-10,3.380713751184328e-08,8.27445563323304e-07,-1.119855778446959e-10,3.380713751184328e-08,8.314982852051441e-07,-1.121294612014144e-10,3.380713751184328e-08,7.124320290065057e-07,-1.217550877016565e-10
3.418114065140444e-08,7.877244795685172e-07,-1.120318369391453e-10,3.418114065140444e-08,8.355325775412533e-07,-1.119917637884756e-10,3.418114065140444e-08,8.396350392211114e-07,-1.121366419141375e-10,3.418114065140444e-08,7.191638641714598e-07,-1.217973600202957e-10
3.455928132992028e-08,7.954555529095193e-07,-1.120375866960825e-10,3.455928132992028e-08,8.436957802773638e-07,-1.119979673183515e-10,3.455928132992028e-08,8.478490086264275e-07,-1.121438438464831e-10,3.455928132992028e-08,7.259556229780726e-07,-1.218397752750201e-10
3.494160532034507e-08,8.032590875876457e-07,-1.120433506445397e-10,3.494160532034507e-08,8.519358773005863e-07,-1.12004188506881e-10,3.494160532034507e-08,8.561409187825628e-07,-1.121510670796659e-10,3.494160532034507e-08,7.328077711290875e-07,-1.218823342264668e-10
3.53281589020122e-08,8.111357350653219e-07,-1.120491288438254e-10,3.53281589020122e-08,8.602535812969476e-07,-1.120104274267986e-10,3.53281589020122e-08,8.645115021529658e-07,-1.121583116951082e-10,3.53281589020122e-08,7.397207767261221e-07,-1.219250376430847e-10
3.571898886623615e-08,8.190861527901598e-07,-1.120549213533997e-10,3.571898886623615e-08,8.686496119493584e-07,-1.120166841510128e-10,3.571898886623615e-08,8.729614983779372e-07,-1.121655777744407e-10,3.571898886623615e-08,7.466951102620819e-07,-1.219678863012155e-10
3.611414252197652e-08,8.271110042622403e-07,-1.120607282328718e-10,3.611414252197652e-08,8.771246960181191e-07,-1.120229587526048e-10,3.611414252197652e-08,8.81491654350475e-07,-1.121728653995008e-10,3.611414252197652e-08,7.537312446124922e-07,-1.220108809851933e-10
3.651366770156461e-08,8.352109591024947e-07,-1.12066549541998e-10,3.651366770156461e-08,8.856795674229591e-07,-1.120292513048251e-10,3.651366770156461e-08,8.901027242923095e-07,-1.121801746523317e-10,3.651366770156461e-08,7.608296550276524e-07,-1.220540224874395e-10
3.69176127664934e-08,8.433866931220011e-07,-1.120723853406781e-10,3.69176127664934e-08,8.94314967325709e-07,-1.120355618810925e-10,3.69176127664934e-08,8.987954698313807e-07,-1.121875056151824e-10,3.69176127664934e-08,7.679908191243357e-07,-1.220973116085431e-10
3.73260266132716e-08,8.516388883924728e-07,-1.120782356889533e-10,3.73260266132716e-08,9.030316442142957e-07,-1.120418905549904e-10,3.73260266132716e-08,9.075706600795525e-07,-1.121948583705059e-10,3.73260266132716e-08,7.752152168762642e-07,-1.221407491573725e-10
3.773895867934246e-08,8.599682333178486e-07,-1.120841006470034e-10,3.773895867934246e-08,9.118303539875467e-07,-1.120482374002657e-10,3.773895867934246e-08,9.16429071710883e-07,-1.122022330009591e-10,3.773895867934246e-08,7.825033306048524e-07,-1.221843359511547e-10
3.815645894906799e-08,8.683754227068562e-07,-1.120899802751438e-10,3.815645894906799e-08,9.20711860041489e-07,-1.120546024908255e-10,3.815645894906799e-08,9.253714890413912e-07,-1.122096295894011e-10,3.815645894906799e-08,7.898556449692453e-07,-1.222280728155782e-10
3.857857795977952e-08,8.768611578467843e-07,-1.12095874633823e-10,3.857857795977952e-08,9.296769333561427e-07,-1.120609859007351e-10,3.857857795977952e-08,9.343987041085814e-07,-1.12217048218894e-10,3.857857795977952e-08,7.972726469569914e-07,-1.222719605848944e-10
3.900536680789504e-08,8.854261465784483e-07,-1.12101783783619e-10,3.900536680789504e-08,9.38726352583998e-07,-1.120673877042152e-10,3.900536680789504e-08,9.435115167524355e-07,-1.122244889727003e-10,3.900536680789504e-08,8.047548258716759e-07,-1.223160001020068e-10
3.943687715510431e-08,8.940711033722203e-07,-1.121077077852369e-10,3.943687715510431e-08,9.478609041391162e-07,-1.120738079756403e-10,3.943687715510431e-08,9.527107346969061e-07,-1.122319519342837e-10,3.943687715510431e-08,8.123026733237014e-07,-1.22360192218573e-10
3.987316123462243e-08,9.027967494052768e-07,-1.121136466995058e-10,3.987316123462243e-08,9.570813822876335e-07,-1.120802467895346e-10,3.987316123462243e-08,9.619971736318369e-07,-1.122394371873076e-10,3.987316123462243e-08,8.199166832191833e-07,-1.224045377951148e-10
4.031427185751243e-08,9.116038126400925e-07,-1.121196005873751e-10,4.031427185751243e-08,9.663885892392982e-07,-1.12086704220571e-10,4.031427185751243e-08,9.713716572959869e-07,-1.122469448156344e-10,4.031427185751243e-08,8.275973517456929e-07,-1.224490377011044e-10
4.076026241907801e-08,9.204930279040118e-07,-1.121255695099119e-10,4.076026241907801e-08,9.757833352400716e-07,-1.120931803435674e-10,4.076026241907801e-08,9.808350175607463e-07,-1.122544749033252e-10,4.076026241907801e-08,8.353451773628846e-07,-1.224936928150704e-10
4.121118690532685e-08,9.294651369702235e-07,-1.121315535282976e-10,4.121118690532685e-08,9.852664386659451e-07,-1.120996752334854e-10,4.121118690532685e-08,9.903880945142022e-07,-1.122620275346387e-10,4.121118690532685e-08,8.431606607885192e-07,-1.225385040247178e-10
4.166709989950551e-08,9.385208886398958e-07,-1.121375527038245e-10,4.166709989950551e-08,9.948387261178948e-07,-1.121061889654259e-10,4.166709989950551e-08,1.000031736546449e-06,-1.12269602794031e-10,4.166709989950551e-08,8.510443049857808e-07,-1.225834722270038e-10
