gm (L=4.5e-08) X,gm (L=4.5e-08) YRe,gm (L=4.5e-08) YReImag,gm (L=9e-08) X,gm (L=9e-08) YRe,gm (L=9e-08) YReImag,gm (L=1.35e-07) X,gm (L=1.35e-07) YRe,gm (L=1.35e-07) YReImag,gm (L=1e-06) X,gm (L=1e-06) YRe,gm (L=1e-06) YReImag
2.243109192674651e-07,4.026649568490469e-06,-1.132703154814105e-10,2.243109192674651e-07,4.301911502322352e-06,-1.133719808505674e-10,2.243109192674651e-07,4.328886972862733e-06,-1.13752029903518e-10,2.243109192674651e-07,3.202018373287812e-06,-1.321898063963055e-10
2.267924363144051e-07,4.065239702321138e-06,-1.132793274251689e-10,2.267924363144051e-07,4.343359438983606e-06,-1.133823266818235e-10,2.267924363144051e-07,4.370145306560387e-06,-1.137642566478245e-10,2.267924363144051e-07,3.227176694356767e-06,-1.322793529285197e-10
2.293014060010754e-07,4.10421215515539e-06,-1.132883621647711e-10,2.293014060010754e-07,4.385210125041764e-06,-1.133927036684821e-10,2.293014060010754e-07,4.411787250838291e-06,-1.137765229448585e-10,2.293014060010754e-07,3.252490957917467e-06,-1.323694249061905e-10
2.318381320317885e-07,4.143570999721723e-06,-1.132974197210092e-10,2.318381320317885e-07,4.427467397405397e-06,-1.134031119026931e-10,2.318381320317885e-07,4.45381604637595e-06,-1.137888289548528e-10,2.318381320317885e-07,3.277961659978047e-06,-1.324600275444185e-10
2.344029214706905e-07,4.183320352227497e-06,-1.133065001144037e-10,2.344029214706905e-07,4.470135122249094e-06,-1.134135514771786e-10,2.344029214706905e-07,4.496234951427328e-06,-1.138011748392292e-10,2.344029214706905e-07,3.303589294542293e-06,-1.32551166125657e-10
2.369960847789308e-07,4.223464372680213e-06,-1.133156033652175e-10,2.369960847789308e-07,4.513217195014644e-06,-1.134240224852454e-10,2.369960847789308e-07,4.539047241690788e-06,-1.138135607606088e-10,2.369960847789308e-07,3.329374353621236e-06,-1.326428460007903e-10
2.396179358522425e-07,4.264007265205717e-06,-1.133247294934701e-10,2.396179358522425e-07,4.556717540405231e-06,-1.134345250207996e-10,2.396179358522425e-07,4.582256210178275e-06,-1.138259868828227e-10,2.396179358522425e-07,3.35531732725102e-06,-1.327350725901609e-10
2.422687920589387e-07,4.304953278364728e-06,-1.133338785189515e-10,2.422687920589387e-07,4.600640112375415e-06,-1.134450591783589e-10,2.422687920589387e-07,4.625865167077339e-06,-1.138384533709245e-10,2.422687920589387e-07,3.381418703503307e-06,-1.328278513846362e-10
2.449489742783293e-07,4.346306705466732e-06,-1.133430504612377e-10,2.449489742783293e-07,4.64498889411482e-06,-1.134556250530679e-10,2.449489742783293e-07,4.669877439607745e-06,-1.138509603911995e-10,2.449489742783293e-07,3.407678968509688e-06,-1.329211879467483e-10
2.47658806939562e-07,4.388071884881577e-06,-1.133522453397055e-10,2.47658806939562e-07,4.689767898026791e-06,-1.134662227407099e-10,2.47658806939562e-07,4.714296371872676e-06,-1.138635081111774e-10,2.47658806939562e-07,3.434098606475806e-06,-1.33015087911775e-10
2.503986180608946e-07,4.430253200348518e-06,-1.133614631735485e-10,2.503986180608946e-07,4.734981165700058e-06,-1.134768523377222e-10,2.503986180608946e-07,4.759125324706161e-06,-1.138760966996404e-10,2.503986180608946e-07,3.460678099704737e-06,-1.331095569888968e-10
2.531687392893997e-07,4.472855081282217e-06,-1.133707039817935e-10,2.531687392893997e-07,4.78063276787601e-06,-1.13487513941209e-10,2.531687392893997e-07,4.804367675513326e-06,-1.138887263266349e-10,2.531687392893997e-07,3.487417928618468e-06,-1.332046009623443e-10
2.559695059411107e-07,4.515882003076276e-06,-1.133799677833163e-10,2.559695059411107e-07,4.826726804408926e-06,-1.134982076489552e-10,2.559695059411107e-07,4.850026818105813e-06,-1.13901397163484e-10,2.559695059411107e-07,3.514318571780947e-06,-1.33300225692592e-10
2.5880125704161e-07,4.559338487403376e-06,-1.133892545968594e-10,2.5880125704161e-07,4.873267404220536e-06,-1.135089335594402e-10,2.5880125704161e-07,4.896106162532109e-06,-1.139141093827939e-10,2.5880125704161e-07,3.541380505925755e-06,-1.333964371175619e-10
2.61664335367068e-07,4.603229102513143e-06,-1.13398564441049e-10,2.61664335367068e-07,4.920258725248733e-06,-1.135196917718515e-10,2.61664335367068e-07,4.942609134902828e-06,-1.139268631584664e-10,2.61664335367068e-07,3.568604205978884e-06,-1.3349324125385e-10
2.645590874857348e-07,4.647558463525437e-06,-1.134078973344134e-10,2.645590874857348e-07,4.967704954389536e-06,-1.135304823860991e-10,2.645590874857348e-07,4.98953917720703e-06,-1.139396586657083e-10,2.645590874857348e-07,3.595990145088994e-06,-1.335906441979598e-10
2.674858637998914e-07,4.692331232721585e-06,-1.134172532954004e-10,2.674858637998914e-07,5.015610307433077e-06,-1.135413055028276e-10,2.674858637998914e-07,5.036899747128569e-06,-1.139524960810408e-10,2.674858637998914e-07,3.623538794658549e-06,-1.336886521276074e-10
2.704450185882654e-07,4.737552119831764e-06,-1.134266323423965e-10,2.704450185882654e-07,5.06397902899253e-06,-1.135521612234313e-10,2.704450185882654e-07,5.084694317851097e-06,-1.139653755823096e-10,2.704450185882654e-07,3.651250624370878e-06,-1.337872713029923e-10
2.734369100489149e-07,4.78322588231796e-06,-1.13436034493746e-10,2.734369100489149e-07,5.11281539242796e-06,-1.135630496500676e-10,2.734369100489149e-07,5.132926377861013e-06,-1.139782973486934e-10,2.734369100489149e-07,3.679126102227618e-06,-1.338865080681327e-10
2.76461900342588e-07,4.829357325654429e-06,-1.1344545976777e-10,2.76461900342588e-07,5.162123699762195e-06,-1.135739708856696e-10,2.76461900342588e-07,5.181599430743499e-06,-1.13991261560715e-10,2.76461900342588e-07,3.707165694577847e-06,-1.339863688522141e-10
2.79520355636561e-07,4.875951303603516e-06,-1.134549081827869e-10,2.79520355636561e-07,5.211908281590615e-06,-1.13584925033961e-10,2.79520355636561e-07,5.230716994972045e-06,-1.140042684002476e-10,2.79520355636561e-07,3.735369866157966e-06,-1.340868601709617e-10
2.826126461489625e-07,4.923012718487296e-06,-1.134643797571321e-10,2.826126461489625e-07,5.262173496983556e-06,-1.135959121994682e-10,2.826126461489625e-07,5.280282603692802e-06,-1.140173180505265e-10,2.826126461489625e-07,3.76373908012629e-06,-1.341879886280385e-10
2.857391461935868e-07,4.970546521455966e-06,-1.134738745091786e-10,2.857391461935868e-07,5.312923733383542e-06,-1.136069324875346e-10,2.857391461935868e-07,5.330299804502808e-06,-1.140304106961546e-10,2.857391461935868e-07,3.792273798101595e-06,-1.342897609164738e-10
2.88900234225204e-07,5.018557712750973e-06,-1.13483392457359e-10,2.88900234225204e-07,5.364163406493235e-06,-1.136179860043336e-10,2.88900234225204e-07,5.380772159222472e-06,-1.140435465231145e-10,2.88900234225204e-07,3.820974480204317e-06,-1.343921838201311e-10
2.92096292885371e-07,5.067051341964092e-06,-1.134929336201858e-10,2.92096292885371e-07,5.415896960157652e-06,-1.136290728568817e-10,2.92096292885371e-07,5.431703243660678e-06,-1.140567257187738e-10,2.92096292885371e-07,3.84984158509851e-06,-1.344952642151692e-10
2.953277090487487e-07,5.116032508292079e-06,-1.135024980162736e-10,2.953277090487487e-07,5.468128866239829e-06,-1.136401931530517e-10,2.953277090487487e-07,5.483096647376507e-06,-1.140699484718951e-10,2.953277090487487e-07,3.878875570031791e-06,-1.345990090715706e-10
2.98594873869933e-07,5.165506360786743e-06,-1.135120856643611e-10,2.98594873869933e-07,5.520863624487868e-06,-1.136513470015861e-10,2.98594873869933e-07,5.534955973432106e-06,-1.140832149726417e-10,2.98594873869933e-07,3.908076890880647e-06,-1.347034254546821e-10
3.018981828308026e-07,5.215478098599138e-06,-1.135216965833344e-10,3.018981828308026e-07,5.574105762395387e-06,-1.136625345121089e-10,3.018981828308026e-07,5.587284838140087e-06,-1.140965254125873e-10,3.018981828308026e-07,3.937446002199555e-06,-1.348085205267794e-10
3.052380357883911e-07,5.26595297122044e-06,-1.135313307922489e-10,3.052380357883911e-07,5.627859835054762e-06,-1.136737557951394e-10,3.052380357883911e-07,5.640086870806145e-06,-1.141098799847229e-10,3.052380357883911e-07,3.966983357264838e-06,-1.349143015486853e-10
3.086148370232885e-07,5.316936278715979e-06,-1.135409883103533e-10,3.086148370232885e-07,5.682130425002147e-06,-1.136850109621052e-10,3.086148370232885e-07,5.6933657134631e-06,-1.141232788834621e-10,3.086148370232885e-07,3.996689408120434e-06,-1.35020775881379e-10
3.120289952885788e-07,5.368433371955505e-06,-1.135506691571125e-10,3.120289952885788e-07,5.736922142056295e-06,-1.136963001253533e-10,3.120289952885788e-07,5.747125020600685e-06,-1.141367223046509e-10,3.120289952885788e-07,4.026564605636548e-06,-1.351279509877037e-10
3.154809238593181e-07,5.420449652837137e-06,-1.135603733522324e-10,3.154809238593181e-07,5.79223962314741e-06,-1.137076233981631e-10,3.154809238593181e-07,5.801368458887413e-06,-1.141502104455723e-10,3.154809238593181e-07,4.056609399551438e-06,-1.352358344340151e-10
3.189710405825605e-07,5.472990574505239e-06,-1.135701009156834e-10,3.189710405825605e-07,5.848087532140848e-06,-1.137189808947598e-10,3.189710405825605e-07,5.856099706886949e-06,-1.141637435049534e-10,3.189710405825605e-07,4.086824238529399e-06,-1.353444338919588e-10
3.224997679279377e-07,5.526061641564131e-06,-1.135798518677253e-10,3.224997679279377e-07,5.90447055965121e-06,-1.13730372730324e-10,3.224997679279377e-07,5.911322454768307e-06,-1.141773216829725e-10,3.224997679279377e-07,4.117209570213921e-06,-1.354537571402276e-10
3.260675330387974e-07,5.579668410284566e-06,-1.135896262289326e-10,3.260675330387974e-07,5.961393422849434e-06,-1.137417990210064e-10,3.260675330387974e-07,5.967040404007877e-06,-1.141909451812623e-10,3.260675330387974e-07,4.147765841280873e-06,-1.355638120663477e-10
3.296747677839086e-07,5.633816488805241e-06,-1.135994240202189e-10,3.296747677839086e-07,6.018860865260446e-06,-1.137532598839371e-10,3.296747677839086e-07,6.023257267086892e-06,-1.142046142029183e-10,3.296747677839086e-07,4.178493497497002e-06,-1.356746066685425e-10
3.333219088097374e-07,5.688511537326767e-06,-1.136092452628633e-10,3.333219088097374e-07,6.076877656554843e-06,-1.137647554372387e-10,3.333219088097374e-07,6.079976767181694e-06,-1.142183289525029e-10,3.333219088097374e-07,4.209392983777444e-06,-1.35786149057597e-10
3.370093975933023e-07,5.74375926830046e-06,-1.136190899785353e-10,3.370093975933023e-07,6.13544859233078e-06,-1.137762858000365e-10,3.370093975933023e-07,6.137202637845931e-06,-1.142320896360519e-10,3.370093975933023e-07,4.240464744242794e-06,-1.358984474587766e-10
3.407376804956141e-07,5.799565446610759e-06,-1.13628958189322e-10,3.407376804956141e-07,6.194578493887914e-06,-1.137878510924706e-10,3.407376804956141e-07,6.194938622689039e-06,-1.142458964610766e-10,3.407376804956141e-07,4.271709222280891e-06,-1.360115102137814e-10
3.445072088157063e-07,5.85593588974984e-06,-1.136388499177534e-10,3.445072088157063e-07,6.254272207993144e-06,-1.137994514357062e-10,3.445072088157063e-07,6.253188475045638e-06,-1.14259749636571e-10,3.445072088157063e-07,4.303126860607622e-06,-1.361253457827397e-10
3.483184388452641e-07,5.912876467986636e-06,-1.136487651868298e-10,3.483184388452641e-07,6.31453460663766e-06,-1.138110869519443e-10,3.483184388452641e-07,6.311955957638238e-06,-1.142736493730153e-10,3.483184388452641e-07,4.334718101329768e-06,-1.362399627462495e-10
3.521718319238568e-07,5.970393104528814e-06,-1.136587040200482e-10,3.521718319238568e-07,6.375370586785835e-06,-1.138227577644323e-10,3.521718319238568e-07,6.37124484223451e-06,-1.142875958823787e-10,3.521718319238568e-07,4.366483386005633e-06,-1.363553698074385e-10
3.560678544947824e-07,6.028491775676184e-06,-1.136686664414297e-10,3.560678544947824e-07,6.436785070115638e-06,-1.138344639974742e-10,3.560678544947824e-07,6.43105890929836e-06,-1.143015893781253e-10,3.560678544947824e-07,4.398423155713758e-06,-1.364715757940967e-10
3.600069781615289e-07,6.087178510969321e-06,-1.13678652475547e-10,3.600069781615289e-07,6.498783002748516e-06,-1.138462057764403e-10,3.600069781615289e-07,6.49140194763107e-06,-1.143156300752162e-10,3.600069781615289e-07,4.430537851115439e-06,-1.365885896608422e-10
3.639896797448608e-07,6.146459393328484e-06,-1.136886621475513e-10,3.639896797448608e-07,6.561369354972987e-06,-1.138579832277772e-10,3.639896797448608e-07,6.552277754008469e-06,-1.143297181901115e-10,3.639896797448608e-07,4.462827912521144e-06,-1.367064204913155e-10
3.680164413405371e-07,6.206340559186196e-06,-1.136986954832007e-10,3.680164413405371e-07,6.624549120958168e-06,-1.138697964790171e-10,3.680164413405371e-07,6.613690132810166e-06,-1.143438539407761e-10,3.680164413405371e-07,4.495293779960781e-06,-1.368250775004427e-10
3.720877503776677e-07,6.266828198611952e-06,-1.137087525088883e-10,3.720877503776677e-07,6.688327318458226e-06,-1.138816456587871e-10,3.720877503776677e-07,6.675642895642306e-06,-1.143580375466795e-10,3.720877503776677e-07,4.527935893247646e-06,-1.369445700367298e-10
3.762040996777155e-07,6.327928555429022e-06,-1.137188332516696e-10,3.762040996777155e-07,6.752708988506841e-06,-1.138935308968178e-10,3.762040996777155e-07,6.738139860951803e-06,-1.143722692287994e-10,3.762040996777155e-07,4.560754692049444e-06,-1.370649075846063e-10
3.803659875141511e-07,6.389647927322409e-06,-1.137289377392918e-10,3.803659875141511e-07,6.817699195105166e-06,-1.139054523239517e-10,3.803659875141511e-07,6.801184853637658e-06,-1.143865492096232e-10,3.803659875141511e-07,4.593750615960437e-06,-1.37186099766849e-10
3.845739176727673e-07,6.451992665940088e-06,-1.137390660002214e-10,3.845739176727673e-07,6.88330302489776e-06,-1.13917410072152e-10,3.845739176727673e-07,6.864781704648712e-06,-1.144008777131494e-10,3.845739176727673e-07,4.626924104567745e-06,-1.373081563469899e-10
3.888283995126617e-07,6.51496917698418e-06,-1.137492180636734e-10,3.888283995126617e-07,6.949525586840831e-06,-1.139294042745105e-10,3.888283995126617e-07,6.928934250582091e-06,-1.144152549648894e-10,3.888283995126617e-07,4.660275597523764e-06,-1.374310872318395e-10
3.931299480278926e-07,6.578583920295253e-06,-1.1375939395964e-10,3.931299480278926e-07,7.016372011860227e-06,-1.139414350652548e-10,3.931299480278926e-07,6.993646333267467e-06,-1.144296811918671e-10,3.931299480278926e-07,4.69380553462297e-06,-1.375549024740483e-10
3.974790839098181e-07,6.642843409926302e-06,-1.137695937189193e-10,3.974790839098181e-07,7.083847452500605e-06,-1.139535025797559e-10,3.974790839098181e-07,7.058921799349511e-06,-1.144441566226216e-10,3.974790839098181e-07,4.727514355865739e-06,-1.376796122746756e-10
4.018763336101243e-07,6.707754214209221e-06,-1.137798173731446e-10,4.018763336101243e-07,7.151957082564351e-06,-1.139656069545353e-10,4.018763336101243e-07,7.124764499861174e-06,-1.144586814872058e-10,4.018763336101243e-07,4.761402501540747e-06,-1.378052269858982e-10
4.063222294045512e-07,6.773322955811302e-06,-1.13790064954813e-10,4.063222294045512e-07,7.220706096741423e-06,-1.139777483272711e-10,4.063222294045512e-07,7.191178289788608e-06,-1.144732560171879e-10,4.063222294045512e-07,4.795470412290764e-06,-1.379317571136973e-10
4.108173094573227e-07,6.839556311782427e-06,-1.138003364973151e-10,4.108173094573227e-07,7.290099710229141e-06,-1.139899268368053e-10,4.108173094573227e-07,7.258167027631932e-06,-1.144878804456482e-10,4.108173094573227e-07,4.829718529188833e-06,-1.380592133206378e-10
4.153621178862907e-07,6.906461013594002e-06,-1.13810632034964e-10,4.153621178862907e-07,7.360143158342534e-06,-1.140021426231488e-10,4.153621178862907e-07,7.325734574956608e-06,-1.145025550071821e-10,4.153621178862907e-07,4.864147293817068e-06,-1.381876064287134e-10
4.199572048287988e-07,6.974043847167253e-06,-1.138209516030246e-10,4.199572048287988e-07,7.430841696113074e-06,-1.140143958274871e-10,4.199572048287988e-07,7.393884795938473e-06,-1.145172799378956e-10,4.199572048287988e-07,4.898757148332882e-06,-1.383169474222497e-10
4.246031265082748e-07,7.042311652891674e-06,-1.138312952377429e-10,4.246031265082748e-07,7.502200597881165e-06,-1.14026686592186e-10,4.246031265082748e-07,7.462621556900771e-06,-1.145320554754072e-10,4.246031265082748e-07,4.933548535552065e-06,-1.384472474508455e-10
4.293004453015606e-07,7.111271325634456e-06,-1.138416629763755e-10,4.293004453015606e-07,7.574225156873281e-06,-1.140390150607956e-10,4.293004453015606e-07,7.53194872584671e-06,-1.145468818588434e-10,4.293004453015606e-07,4.968521899016787e-06,-1.385785178324159e-10
4.340497298069861e-07,7.180929814739295e-06,-1.138520548572186e-10,4.340497298069861e-07,7.646920684774194e-06,-1.14051381378056e-10,4.340497298069861e-07,7.601870171980909e-06,-1.145617593288373e-10,4.340497298069861e-07,5.003677683076888e-06,-1.387107700562857e-10
4.388515549131968e-07,7.251294124014689e-06,-1.13862470919638e-10,4.388515549131968e-07,7.720292511286688e-06,-1.140637856898998e-10,4.388515549131968e-07,7.672389765226105e-06,-1.145766881275275e-10,4.388515549131968e-07,5.039016332959259e-06,-1.388440157863175e-10
4.437065018687422e-07,7.322371311712543e-06,-1.138729112040975e-10,4.437065018687422e-07,7.794345983678427e-06,-1.140762281434565e-10,4.437065018687422e-07,7.743511375733383e-06,-1.145916684985542e-10,4.437065018687422e-07,5.074538294845994e-06,-1.389782668641764e-10
4.486151583524352e-07,7.394168490495054e-06,-1.138833757521892e-10,4.486151583524352e-07,7.869086466323781e-06,-1.140887088870565e-10,4.486151583524352e-07,7.815238873381787e-06,-1.146067006870564e-10,4.486151583524352e-07,5.11024401595006e-06,-1.391135353126154e-10
4.535781185444881e-07,7.466692827391753e-06,-1.138938646066614e-10,4.535781185444881e-07,7.944519340230651e-06,-1.141012280702317e-10,4.535781185444881e-07,7.887576127276217e-06,-1.14621784939668e-10,4.535781185444881e-07,5.14613394458505e-06,-1.392498333388316e-10
4.585959831984374e-07,7.539951543745344e-06,-1.139043778114495e-10,4.585959831984374e-07,8.020650002558938e-06,-1.141137858437202e-10,4.585959831984374e-07,7.960527005231387e-06,-1.146369215045142e-10,4.585959831984374e-07,5.182208530241708e-06,-1.393871733379234e-10
4.636693597138631e-07,7.613951915146137e-06,-1.139149154117034e-10,4.636693597138631e-07,8.097483866128216e-06,-1.141263823594667e-10,4.636693597138631e-07,8.034095373254263e-06,-1.146521106312078e-10,4.636693597138631e-07,5.218468223669311e-06,-1.395255678964434e-10
4.687988622099128e-07,7.688701271354702e-06,-1.139254774538175e-10,4.687988622099128e-07,8.175026358914064e-06,-1.141390177706246e-10,4.687988622099128e-07,8.10828509501625e-06,-1.146673525708449e-10,4.687988622099128e-07,5.254913476937751e-06,-1.396650297959479e-10
4.739851115996396e-07,7.76420699621472e-06,-1.139360639854592e-10,4.739851115996396e-07,8.253282923533728e-06,-1.14151692231557e-10,4.739851115996396e-07,8.183100031320952e-06,-1.146826475759986e-10,4.739851115996396e-07,5.29154474351281e-06,-1.398055720167035e-10
4.792287356651616e-07,7.840476527552015e-06,-1.139466750555974e-10,4.792287356651616e-07,8.332259016722456e-06,-1.141644058978375e-10,4.792287356651616e-07,8.258544039559455e-06,-1.146979959007149e-10,4.792287356651616e-07,5.328362478339131e-06,-1.399472077414845e-10
4.845303691336535e-07,7.917517357062341e-06,-1.139573107145313e-10,4.845303691336535e-07,8.411960108795576e-06,-1.14177158926249e-10,4.845303691336535e-07,8.334620973163859e-06,-1.14713397800508e-10,4.845303691336535e-07,5.365367137893743e-06,-1.400899503593494e-10
4.898906537541786e-07,7.995337030188069e-06,-1.13967971013919e-10,4.898906537541786e-07,8.492391683103961e-06,-1.141899514747858e-10,4.898906537541786e-07,8.411334681052584e-06,-1.147288535323519e-10,4.898906537541786e-07,5.402559180274823e-06,-1.402338134696601e-10
4.953102383753712e-07,8.073943145981353e-06,-1.139786560068051e-10,4.953102383753712e-07,8.573559235475068e-06,-1.142027837026503e-10,4.953102383753712e-07,8.488689007065514e-06,-1.14744363354676e-10,4.953102383753712e-07,5.439939065259372e-06,-1.403788108860462e-10
5.007897790239777e-07,8.153343356955833e-06,-1.139893657476492e-10,5.007897790239777e-07,8.655468273643688e-06,-1.14215655770253e-10,5.007897790239777e-07,8.566687789394862e-06,-1.147599275273584e-10,5.007897790239777e-07,5.477507254375101e-06,-1.405249566405562e-10
5.06329938984267e-07,8.233545368923933e-06,-1.140001002923533e-10,5.06329938984267e-07,8.738124316672618e-06,-1.142285678392105e-10,5.06329938984267e-07,8.645334860008972e-06,-1.147755463117187e-10,5.06329938984267e-07,5.515264210974206e-06,-1.406722649878758e-10
5.119313888783192e-07,8.314556940823804e-06,-1.140108596982897e-10,5.119313888783192e-07,8.821532894361317e-06,-1.142415200723435e-10,5.119313888783192e-07,8.724634044065524e-06,-1.1479121997051e-10,5.119313888783192e-07,5.553210400287508e-06,-1.408207504095896e-10
5.175948067472034e-07,8.396385884531374e-06,-1.140216440243281e-10,5.175948067472034e-07,8.905699546642361e-06,-1.142545126336732e-10,5.175948067472034e-07,8.804589159324038e-06,-1.148069487679119e-10,5.175948067472034e-07,5.591346289504472e-06,-1.409704276186666e-10
5.233208781330517e-07,8.479040064659379e-06,-1.140324533308623e-10,5.233208781330517e-07,8.990629822968166e-06,-1.142675456884185e-10,5.233208781330517e-07,8.885204015543778e-06,-1.14822732969523e-10,5.233208781330517e-07,5.629672347824107e-06,-1.411213115638963e-10
5.291102961620432e-07,8.562527398343659e-06,-1.140432876798375e-10,5.291102961620432e-07,9.076329281685647e-06,-1.14280619402993e-10,5.291102961620432e-07,8.966482413880554e-06,-1.148385728423508e-10,5.291102961620432e-07,5.668189046526974e-06,-1.412734174345549e-10
5.34963761628305e-07,8.646855855015342e-06,-1.140541471347764e-10,5.34963761628305e-07,9.162803489399099e-06,-1.142937339449992e-10,5.34963761628305e-07,9.048428146274128e-06,-1.148544686548062e-10,5.34963761628305e-07,5.706896859030533e-06,-1.41426760665102e-10
5.408819830787411e-07,8.73203345615883e-06,-1.140650317608052e-10,5.408819830787411e-07,9.250058020320607e-06,-1.143068894832245e-10,5.408819830787411e-07,9.131044994828397e-06,-1.148704206766898e-10,5.408819830787411e-07,5.745796260947858e-06,-1.41581356940021e-10
5.468656768988004e-07,8.818068275056865e-06,-1.140759416246794e-10,5.468656768988004e-07,9.338098455612213e-06,-1.143200861876359e-10,5.468656768988004e-07,9.214336731183618e-06,-1.148864291791869e-10,5.468656768988004e-07,5.784887730151066e-06,-1.417372221987799e-10
5.529155673991937e-07,8.904968436519408e-06,-1.140868767948099e-10,5.529155673991937e-07,9.426930382711388e-06,-1.143333242293736e-10,5.529155673991937e-07,9.298307115886689e-06,-1.149024944348553e-10,5.529155673991937e-07,5.824171746816295e-06,-1.418943726408481e-10
5.590323869035689e-07,8.992742116600998e-06,-1.140978373412864e-10,5.590323869035689e-07,9.516559394649532e-06,-1.14346603780746e-10,5.590323869035689e-07,9.382959897747113e-06,-1.149186167176168e-10,5.590323869035689e-07,5.863648793489867e-06,-1.420528247309485e-10
5.652168758371575e-07,9.081397542300152e-06,-1.141088233359034e-10,5.652168758371575e-07,9.606991089356335e-06,-1.143599250152204e-10,5.652168758371575e-07,9.468298813193022e-06,-1.149347963027451e-10,5.652168758371575e-07,5.903319355126517e-06,-1.422125952042841e-10
5.714697828164009e-07,9.170942991246502e-06,-1.141198348521845e-10,5.714697828164009e-07,9.698231068951521e-06,-1.143732881074174e-10,5.714697828164009e-07,9.554327585615323e-06,-1.14951033466856e-10,5.714697828164009e-07,5.943183919146841e-06,-1.423737010720336e-10
5.777918647395685e-07,9.261386791371303e-06,-1.141308719654052e-10,5.777918647395685e-07,9.790284939026925e-06,-1.143866932331026e-10,5.777918647395685e-07,9.641049924707238e-06,-1.149673284878971e-10,5.777918647395685e-07,5.983242975482994e-06,-1.425361596268772e-10
5.841838868783785e-07,9.352737320563596e-06,-1.141419347526172e-10,5.841838868783785e-07,9.883158307915298e-06,-1.14400140569177e-10,5.841838868783785e-07,9.728469525800259e-06,-1.149836816451344e-10,5.841838868783785e-07,6.023497016616436e-06,-1.426999884486872e-10
5.906466229706316e-07,9.445003006310721e-06,-1.141530232926703e-10,5.906466229706316e-07,9.976856785946741e-06,-1.144136302936692e-10,5.906466229706316e-07,9.816590069184334e-06,-1.150000932191438e-10,5.906466229706316e-07,6.0639465376289e-06,-1.428652054103866e-10
5.971808553138705e-07,9.538192325321781e-06,-1.14164137666236e-10,5.971808553138705e-07,1.007138598469527e-05,-1.144271625857244e-10,5.971808553138705e-07,9.905415219433446e-06,-1.150165634917956e-10,5.971808553138705e-07,6.104592036232189e-06,-1.430318286838768e-10
6.037873748600747e-07,9.632313803138214e-06,-1.141752779558285e-10,6.037873748600747e-07,1.01667515162092e-05,-1.144407376255952e-10,6.037873748600747e-07,9.994948624714078e-06,-1.150330927462447e-10,6.037873748600747e-07,6.145434012808212e-06,-1.431998767461827e-10
6.104669813114032e-07,9.727376013724558e-06,-1.141864442458268e-10,6.104669813114032e-07,1.026295899223459e-05,-1.1445435559463e-10,6.104669813114032e-07,1.008519391609421e-05,-1.15049681266917e-10,6.104669813114032e-07,6.186472970438954e-06,-1.433693683856899e-10
6.172204832169965e-07,9.823387579046264e-06,-1.141976366224948e-10,6.172204832169965e-07,1.03600140234221e-05,-1.144680166752618e-10,6.172204832169965e-07,1.017615470684203e-05,-1.15066329339496e-10,6.172204832169965e-07,6.227709414942378e-06,-1.435403227085955e-10
6.240486980708492e-07,9.920357168628713e-06,-1.142088551740021e-10,6.240486980708492e-07,1.045792221852537e-05,-1.144817210509972e-10,6.240486980708492e-07,1.026783459172108e-05,-1.150830372509114e-10,6.240486980708492e-07,6.269143854887798e-06,-1.43712759145414e-10
6.309524524107661e-07,1.001829349909955e-05,-1.142200999904444e-10,6.309524524107661e-07,1.055668918358284e-05,-1.144954689064021e-10,6.309524524107661e-07,1.036023714627423e-05,-1.150998052893241e-10,6.309524524107661e-07,6.31077680163236e-06,-1.438866974578004e-10
6.379325819184113e-07,1.011720533371653e-05,-1.142313711638616e-10,6.379325819184113e-07,1.065632052109219e-05,-1.145092604270894e-10,6.379325819184113e-07,1.045336592610969e-05,-1.151166337441128e-10,6.379325819184113e-07,6.352608769328556e-06,-1.440621577453512e-10
6.449899315204668e-07,1.021710148187495e-05,-1.142426687882568e-10,6.449899315204668e-07,1.075682182916818e-05,-1.14523095799706e-10,6.449899315204668e-07,1.054722446617168e-05,-1.151335229058591e-10,6.449899315204668e-07,6.39464027494344e-06,-1.442391604527235e-10
6.521253554909074e-07,1.031799079859876e-05,-1.142539929596146e-10,6.521253554909074e-07,1.085819870069173e-05,-1.14536975211917e-10,6.521253554909074e-07,1.064181628001171e-05,-1.151504730663358e-10,6.521253554909074e-07,6.436871838273394e-06,-1.444177263768582e-10
6.593397175544094e-07,1.041988218401567e-05,-1.142653437759183e-10,6.593397175544094e-07,1.096045672244328e-05,-1.145508988523929e-10,6.593397175544094e-07,1.073714485905055e-05,-1.151674845184903e-10,6.593397175544094e-07,6.47930398195295e-06,-1.44597876674426e-10
6.666338909909013e-07,1.052278458281214e-05,-1.14276721337167e-10,6.666338909909013e-07,1.106360147422765e-05,-1.145648669107919e-10,6.666338909909013e-07,1.083321367183659e-05,-1.151845575564284e-10,6.666338909909013e-07,6.521937231450234e-06,-1.447796328693724e-10
6.740087587412728e-07,1.062670698367153e-05,-1.142881257453906e-10,6.740087587412728e-07,1.116763852798183e-05,-1.145788795777448e-10,6.740087587412728e-07,1.093002616329359e-05,-1.152016924754038e-10,6.740087587412728e-07,6.564772115076872e-06,-1.449630168607702e-10
