av0 (L=4.5e-08) X,av0 (L=4.5e-08) YRe,av0 (L=4.5e-08) YReImag,av0 (L=9e-08) X,av0 (L=9e-08) YRe,av0 (L=9e-08) YReImag,av0 (L=1.35e-07) X,av0 (L=1.35e-07) YRe,av0 (L=1.35e-07) YReImag,av0 (L=1e-06) X,av0 (L=1e-06) YRe,av0 (L=1e-06) YReImag
1.019036908093798e-08,-25.06015227392342,1.061352966049625,1.019036908093798e-08,-30.9514934456377,1.511835405344244,1.019036908093798e-08,-33.0064841867183,1.707965022400744,1.019036908093798e-08,-46.17196025784904,3.798077372241524
1.030310355981016e-08,-25.04832394844868,1.049539991955149,1.030310355981016e-08,-30.93624906457984,1.495050612536806,1.030310355981016e-08,-32.99099927983831,1.689120190856121,1.030310355981016e-08,-46.1710627810488,3.760615279381423
1.04170852028062e-08,-25.03641844817479,1.037856382499013,1.04170852028062e-08,-30.92090825639117,1.478449426093541,1.04170852028062e-08,-32.97542187546762,1.670481235492545,1.04170852028062e-08,-46.17018916098731,3.723546292439252
1.053232780711012e-08,-25.02443615703838,1.026300761889067,1.053232780711012e-08,-30.90547183374025,1.462029909168838,1.053232780711012e-08,-32.95975291916123,1.652045975967984,1.053232780711012e-08,-46.16934261562763,3.686866404889523
1.064884532254207e-08,-25.01237733602217,1.014871758670602,1.064884532254207e-08,-30.88994052146789,1.445790136427149,1.064884532254207e-08,-32.9439935064298,1.633812269303133,1.064884532254207e-08,-46.16852654923344,3.650571681834837
1.076665185324692e-08,-25.00024232102333,1.003568021931209,1.076665185324692e-08,-30.87431503174236,1.429728201211278,1.076665185324692e-08,-32.92814465008892,1.615777986038176,1.076665185324692e-08,-46.16774370167507,3.614658124311647
1.088576165940148e-08,-24.98803142849836,0.9923882133442252,1.088576165940148e-08,-30.85859609017334,1.413842217770377,1.088576165940148e-08,-32.91220736291842,1.597941018443906,1.088576165940148e-08,-46.16699734478318,3.579121860007481
1.100618915894073e-08,-24.97574488260376,0.9813310013882935,1.100618915894073e-08,-30.84278439455289,1.398130317242351,1.100618915894073e-08,-32.8961826608348,1.580299280586218,1.100618915894073e-08,-46.1662903215238,3.543958990556909
1.1127948929303e-08,-24.96338305078974,0.970395079827419,1.1127948929303e-08,-30.82688068461308,1.382590653816713,1.1127948929303e-08,-32.88007154138454,1.562850706034353,1.1127948929303e-08,-46.16562571871787,3.509165696849652
1.12510557091946e-08,-24.95094615363754,0.9595791447163297,1.12510557091946e-08,-30.81088561451645,1.36722139302908,1.12510557091946e-08,-32.8638749879038,1.545593248112222,1.12510557091946e-08,-46.16500615348875,3.47473812887936
1.137552440037386e-08,-24.93843448354074,0.9488819114349816,1.137552440037386e-08,-30.79479986670216,1.352020721932131,1.137552440037386e-08,-32.84759397344936,1.528524880105188,1.137552440037386e-08,-46.16443454230256,3.440672523655731
1.150137006945495e-08,-24.92584830091711,0.9383021064537752,1.150137006945495e-08,-30.77862411176311,1.336986845274583,1.150137006945495e-08,-32.83122941716326,1.511643591072713,1.150137006945495e-08,-46.16391360983226,3.406965129709339
1.162860794973168e-08,-24.91318786786375,0.927838469808892,1.162860794973168e-08,-30.76235901240716,1.322117985689241,1.162860794973168e-08,-32.81478233094548,1.494947399225588,1.162860794973168e-08,-46.16344594947787,3.373612216820539
1.175725344302143e-08,-24.9004534509297,0.9174897551492317,1.175725344302143e-08,-30.74600524767036,1.307412385580179,1.175725344302143e-08,-32.79825356277234,1.478434328154956,1.175725344302143e-08,-46.16303418435462,3.340610099764152
1.18873221215295e-08,-24.88764523860279,0.9072547235769648,1.18873221215295e-08,-30.72956341406281,1.292868298549083,1.18873221215295e-08,-32.78164412956141,1.462102437035696,1.18873221215295e-08,-46.16268075948411,3.30795510768192
1.201882972973411e-08,-24.87476353095955,0.8971321574329771,1.201882972973411e-08,-30.71303419365981,1.278484003527603,1.201882972973411e-08,-32.76495491663501,1.445949793128605,1.201882972973411e-08,-46.16238830558603,3.275643636529557
1.21517921862922e-08,-24.86180855600636,0.8871208466619561,1.21517921862922e-08,-30.69641817448345,1.264257789438586,1.21517921862922e-08,-32.74818682250046,1.429974484806425,1.21517921862922e-08,-46.16215902462875,3.243672060687806
1.228622558596633e-08,-24.84878050395916,0.8772195913581997,1.228622558596633e-08,-30.67971597651969,1.250187965661328,1.228622558596633e-08,-32.73134073921172,1.414174619582952,1.228622558596633e-08,-46.16199545801066,3.212036842515972
1.242214620157297e-08,-24.83567962725395,0.8674272087239598,1.242214620157297e-08,-30.66292821460067,1.236272858711451,1.242214620157297e-08,-32.71441762171245,1.398548329847238,1.242214620157297e-08,-46.16189987642996,3.180734445215111
1.255957048595222e-08,-24.82250613268171,0.8577425252692136,1.255957048595222e-08,-30.6460555020417,1.22251081236188,1.255957048595222e-08,-32.69741829249485,1.383093755879289,1.255957048595222e-08,-46.16187438976718,3.149761349168577
1.269851507395942e-08,-24.80926023988856,0.8481643808270145,1.269851507395942e-08,-30.62909843513726,1.208900186240337,1.269851507395942e-08,-32.68034368787892,1.367809066812765,1.269851507395942e-08,-46.16192124487295,3.119114092788919
1.283899678447874e-08,-24.79594213109962,0.8386916249809285,1.283899678447874e-08,-30.61205763493055,1.195439358968668,1.283899678447874e-08,-32.66319462179666,1.352692440400129,1.283899678447874e-08,-46.16204262619843,3.088789244331282
1.298103262245906e-08,-24.78255205994025,0.8293231243181581,1.298103262245906e-08,-30.5949336380551,1.182126719463105,1.298103262245906e-08,-32.64597198443441,1.337742079594518,1.298103262245906e-08,-46.16224051523268,3.058783383124354
1.31246397809724e-08,-24.76909019642824,0.820057751816696,1.31246397809724e-08,-30.57772703300961,1.168960677491292,1.31246397809724e-08,-32.62867663763411,1.322956203552743,1.31246397809724e-08,-46.1625169348784,3.029093132484549
1.326983564329506e-08,-24.75555672332936,0.8108943932972472,1.326983564329506e-08,-30.56043842448977,1.155939660587105,1.326983564329506e-08,-32.61130939914133,1.308333046300651,1.326983564329506e-08,-46.16287390009053,2.999715152485535
1.341663778501186e-08,-24.74195185097776,0.8018319482017876,1.341663778501186e-08,-30.54306834628979,1.14306210730693,1.341663778501186e-08,-32.59387114971101,1.293870865208761,1.341663778501186e-08,-46.16331323264272,2.97064611561967
1.356506397614358e-08,-24.72827575665486,0.7928693254965805,1.356506397614358e-08,-30.52561735718714,1.130326474418332,1.356506397614358e-08,-32.57636269246729,1.279567929510633,1.356506397614358e-08,-46.16383679835905,2.94188273777226
1.371513218329802e-08,-24.71452865070563,0.7840054478351784,1.371513218329802e-08,-30.50808606052058,1.117731238055735,1.371513218329802e-08,-32.55878491913388,1.265422533327016,1.371513218329802e-08,-46.16444636833751,2.91342175988428
1.386686057184475e-08,-24.70071068060171,0.7752392453222633,1.386686057184475e-08,-30.49047496652626,1.105274883422712,1.386686057184475e-08,-32.54113859257063,1.251432978426179,1.386686057184475e-08,-46.16514380228601,2.885259970964242
1.402026750811405e-08,-24.68682202135689,0.7665696611911486,1.402026750811405e-08,-30.47278465506954,1.09295591662246,1.402026750811405e-08,-32.52342457054982,1.237597591552901,1.402026750811405e-08,-46.16593068785269,2.857394162346953
1.417537156162006e-08,-24.67286286513122,0.7579956509505968,1.417537156162006e-08,-30.45501567359245,1.080772856999638,1.417537156162006e-08,-32.50564366949351,1.223914713622866,1.417537156162006e-08,-46.16680866106531,2.829821168157533
1.433219150730858e-08,-24.65883338804944,0.7495161801975714,1.433219150730858e-08,-30.4371685590636,1.068724238634879,1.433219150730858e-08,-32.48779668895672,1.210382701526512,1.433219150730858e-08,-46.16777931615499,2.802537853552927
1.449074632782976e-08,-24.64473373085092,0.7411302233898955,1.449074632782976e-08,-30.41924380884159,1.056808608201173,1.449074632782976e-08,-32.46988443458081,1.196999929703275,1.449074632782976e-08,-46.16884416363632,2.775541109422852
1.465105521583586e-08,-24.6305640841261,0.7328367688902416,1.465105521583586e-08,-30.4012420010266,1.045024533195298,1.465105521583586e-08,-32.45190770247586,1.183764788801705,1.465105521583586e-08,-46.17000480476891,2.748827873168352
1.481313757630447e-08,-24.61632458646895,0.7246348127179013,1.481313757630447e-08,-30.38316368003447,1.033370593721022,1.481313757630447e-08,-32.43386735646221,1.170675691101102,1.481313757630447e-08,-46.17126254510453,2.722395082084482
1.497701302888748e-08,-24.60201543127841,0.7165233647899159,1.497701302888748e-08,-30.36500932982197,1.021845380657783,1.497701302888748e-08,-32.41576412784192,1.15773105581503,1.497701302888748e-08,-46.1726187436427,2.696239715373549
1.514270141028593e-08,-24.58763673363005,0.7085014409954924,1.514270141028593e-08,-30.34677952328347,1.010447505637995,1.514270141028593e-08,-32.39759884141792,1.144929325353726,1.514270141028593e-08,-46.17407472657048,2.670358783359066
1.531022277665125e-08,-24.57318869114131,0.7005680724552498,1.531022277665125e-08,-30.32847474846266,0.9991755891602813,1.531022277665125e-08,-32.37937225382306,1.132268953524854,1.531022277665125e-08,-46.17563191174764,2.644749341445821
1.547959740601294e-08,-24.55867144143989,0.6927222971503921,1.547959740601294e-08,-30.31009554062824,0.9880282693183624,1.547959740601294e-08,-32.36108520104067,1.119748415798901,1.547959740601294e-08,-46.17729147735999,2.619408451532373
1.565084580073324e-08,-24.54408512208267,0.6849631633224912,1.565084580073324e-08,-30.29164243718979,0.9770041985853184,1.565084580073324e-08,-32.34273844097525,1.107366198101109,1.565084580073324e-08,-46.17905457458996,2.594333206761281
1.582398868998884e-08,-24.52942989479221,0.6772897306946365,1.582398868998884e-08,-30.27311593557319,0.9661020409774254,1.582398868998884e-08,-32.32433274687619,1.09512080324362,1.582398868998884e-08,-46.18092232833007,2.569520731269798
1.59990470322801e-08,-24.51470590520736,0.6697010681010653,1.59990470322801e-08,-30.25451655882788,0.9553204761718594,1.59990470322801e-08,-32.30586894377393,1.083010753142056,1.59990470322801e-08,-46.18289583784696,2.544968179926208
1.617604201796806e-08,-24.49991331787462,0.6621962553098195,1.617604201796806e-08,-30.23584484288677,0.944658198480042,1.617604201796806e-08,-32.28734777446248,1.071034579605589,1.617604201796806e-08,-46.18497617741373,2.520672738067713
1.635499507183941e-08,-24.48505225672414,0.6547743796920119,1.635499507183941e-08,-30.21710125140837,0.934113911413198,1.635499507183941e-08,-32.26877004020344,1.059190833677635,1.635499507183941e-08,-46.1871643190966,2.496631612824014
1.653592785569999e-08,-24.47012287115632,0.6474345397138658,1.653592785569999e-08,-30.19828632814152,0.9236863370665517,1.653592785569999e-08,-32.2501364857464,1.047478077827375,1.653592785569999e-08,-46.1894612140543,2.472842041895118
1.671886227099682e-08,-24.45512531762765,0.6401758438000805,1.671886227099682e-08,-30.17940062437578,0.9133742113396659,1.671886227099682e-08,-32.23144788696837,1.035894891604683,1.671886227099682e-08,-46.19186775480409,2.449301289198834
1.690382046146926e-08,-24.44005972264989,0.6329974083033558,1.690382046146926e-08,-30.160444588643,0.9031762771906787,1.690382046146926e-08,-32.21270506851872,1.024439872498693,1.690382046146926e-08,-46.19438477744502,2.426006644952626
1.709082481582943e-08,-24.42492623647805,0.6258983602245499,1.709082481582943e-08,-30.1414187720014,0.8930912969499133,1.709082481582943e-08,-32.1939087136087,1.013111623687103,1.709082481582943e-08,-46.19701317612108,2.402955437408402
1.727989797047232e-08,-24.40972500578355,0.6188778356671335,1.727989797047232e-08,-30.12232365967391,0.8831180420201544,1.727989797047232e-08,-32.17505967375228,1.00190877358817,1.727989797047232e-08,-46.19975367719734,2.380145008856039
1.747106281221584e-08,-24.39445616730587,0.6119349794308662,1.747106281221584e-08,-30.10315978773869,0.8732552996954153,1.747106281221584e-08,-32.15615869849226,0.9908299585514868,1.747106281221584e-08,-46.20260692006588,2.357572724258248
1.766434248107127e-08,-24.37911985145533,0.6050689451180579,1.766434248107127e-08,-30.08392764901993,0.8635018674863089,1.766434248107127e-08,-32.13720655183996,0.9798738301241524,1.766434248107127e-08,-46.20557371555235,2.335235997344758
1.785976037304422e-08,-24.36371621382997,0.5982788965934694,1.785976037304422e-08,-30.06462776593248,0.8538565572445811,1.785976037304422e-08,-32.11820398432537,0.9690390531768101,1.785976037304422e-08,-46.20865460473125,2.313132245185887
1.805734014296673e-08,-24.3482453998264,0.5915640061107015,1.805734014296673e-08,-30.04526066587783,0.8443181935651527,1.805734014296673e-08,-32.0991517971703,0.9583243096218734,1.805734014296673e-08,-46.21185022817868,2.291258925663339
1.825710570736056e-08,-24.33270752078486,0.584923453102688,1.825710570736056e-08,-30.02582681896783,0.8348856101924234,1.825710570736056e-08,-32.08005073862944,0.947728292006231,1.825710570736056e-08,-46.21516100245681,2.269613504802027
1.845908124733228e-08,-24.31710276762003,0.5783564295547872,1.845908124733228e-08,-30.00632678717405,0.8255576582402682,1.845908124733228e-08,-32.0609015542565,0.93724970646629,1.845908124733228e-08,-46.21858765584168,2.248193509487652
1.86632912115003e-08,-24.30143123039588,0.5718621312586321,1.86632912115003e-08,-29.98676108189722,0.8163331980704108,1.86632912115003e-08,-32.0417050921538,0.9268872786660725,1.86632912115003e-08,-46.22213048422373,2.226996453926932
1.886976031895431e-08,-24.28569307520056,0.5654397661717437,1.886976031895431e-08,-29.96713019556526,0.8072111010124738,1.886976031895431e-08,-32.02246205598797,0.9166397392531932,1.886976031895431e-08,-46.22578995544332,2.206019898880193
1.907851356224748e-08,-24.26988844673737,0.5590885496705004,1.907851356224748e-08,-29.94743464378052,0.7981902515337413,1.907851356224748e-08,-32.00317325799187,0.9065058384475637,1.907851356224748e-08,-46.2295663942667,2.185261420686271
1.928957621042173e-08,-24.25401747257321,0.5528077047069055,1.928957621042173e-08,-29.9276749551897,0.789269546519288,1.928957621042173e-08,-31.98383943335118,0.8964843352094874,1.928957621042173e-08,-46.23346019113022,2.164718631031068
1.950297381206649e-08,-24.23808030141956,0.5465964634799478,1.950297381206649e-08,-29.90785166202781,0.7804478946245238,1.950297381206649e-08,-31.96446137287666,0.8865740046714022,1.950297381206649e-08,-46.23747159805341,2.144389157324927
1.971873219841129e-08,-24.2220771135122,0.5404540677583451,1.971873219841129e-08,-29.88796527921458,0.7717242150719642,1.971873219841129e-08,-31.94503984062654,0.8767736333358963,1.971873219841129e-08,-46.24160086714841,2.124270655630244
1.993687748645255e-08,-24.20600799643153,0.5343797632633915,1.993687748645255e-08,-29.86801632079527,0.7630974384192803,1.993687748645255e-08,-31.92557561940945,0.8670820214874654,1.993687748645255e-08,-46.24584821741396,2.104360807234086
2.0157436082115e-08,-24.18987312708625,0.5283728077136265,2.0157436082115e-08,-29.84800533903993,0.7545665084154498,2.0157436082115e-08,-31.90606947258943,0.8574979809643232,2.0157436082115e-08,-46.2502138684001,2.08465732142362
2.038043468344803e-08,-24.17367264716987,0.5224324651745377,2.038043468344803e-08,-29.82793283218638,0.7461303771861105,2.038043468344803e-08,-31.88652218829836,0.8480203374304568,2.038043468344803e-08,-46.25469787875011,2.065157920686267
2.060590028385742e-08,-24.1574067086506,0.5165580079931985,2.060590028385742e-08,-29.80779935513808,0.7377880107239256,2.060590028385742e-08,-31.86693455495169,0.8386479288965771,2.060590028385742e-08,-46.25930034471244,2.045860358543601
2.083386017537285e-08,-24.14107546831437,0.5107487164628437,2.083386017537285e-08,-29.78760543972792,0.7295383847372091,2.083386017537285e-08,-31.8473073253603,0.8293796037328572,2.083386017537285e-08,-46.26402133485822,2.026762413284069
2.106434195195148e-08,-24.12467907478464,0.5050038781903943,2.106434195195148e-08,-29.76735161082678,0.7213804853782884,2.106434195195148e-08,-31.82764129913355,0.8202142248767001,2.106434195195148e-08,-46.26886082836997,2.007861882342922
2.129737351281817e-08,-24.10821767209843,0.4993227881818275,2.129737351281817e-08,-29.74703841264034,0.7133133104089975,2.129737351281817e-08,-31.80793725964384,0.8111506663801431,2.129737351281817e-08,-46.27381874985711,1.989156585278674
2.153298306584259e-08,-24.09169141854315,0.4937047495412357,2.153298306584259e-08,-29.72666638903495,0.7053358681139067,2.153298306584259e-08,-31.78819597808474,0.8021878135382722,2.153298306584259e-08,-46.27889512523779,1.97064437687226
2.177119913095373e-08,-24.07510048135188,0.488149073147217,2.177119913095373e-08,-29.70623608707518,0.6974471773608896,2.177119913095373e-08,-31.76841824222541,0.7933245642341318,2.177119913095373e-08,-46.28408980270511,1.952323122828604
2.201205054359212e-08,-24.05844500154236,0.4826550761526098,2.201205054359212e-08,-29.68574804954767,0.689646267142457,2.201205054359212e-08,-31.74860485868619,0.7845598288896822,2.201205054359212e-08,-46.28940264156225,1.934190715880823
2.225556645820034e-08,-24.04172515828254,0.4772220845068906,2.225556645820034e-08,-29.66520285082212,0.6819321781252893,2.225556645820034e-08,-31.72875660632998,0.7758925280299239,2.225556645820034e-08,-46.29483342177002,1.916245067894863
2.250177635175205e-08,-24.02494111080554,0.47184943052961,2.250177635175205e-08,-29.64460100339818,0.6743039582361079,2.250177635175205e-08,-31.70887427707709,0.7673215942084424,2.250177635175205e-08,-46.3003819657546,1.898484119788757
2.275071002732012e-08,-24.00809301725604,0.4665364536068176,2.275071002732012e-08,-29.62394309039763,0.6667606686508925,2.275071002732012e-08,-31.68895866642661,0.7588459714083844,2.275071002732012e-08,-46.30604796015026,1.880905826542669
2.300239761768421e-08,-23.99118105234447,0.4612825007950245,2.300239761768421e-08,-29.60322968244151,0.6593013798377813,2.300239761768421e-08,-31.66901057641384,0.7504646150609429,2.300239761768421e-08,-46.31183104895393,1.863508164846297
2.325686958897826e-08,-23.97420539529212,0.4560869262581499,2.325686958897826e-08,-29.58246134183304,0.6519251716726451,2.325686958897826e-08,-31.6490307950729,0.7421764909588454,2.325686958897826e-08,-46.3177310656414,1.846289151380643
2.351415674437837e-08,-23.95716620447702,0.4509490902371862,2.351415674437837e-08,-29.5616386366586,0.6446311339736496,2.351415674437837e-08,-31.62902013490805,0.7339805769603915,2.351415674437837e-08,-46.32374748209028,1.829246798290059
2.377429022783138e-08,-23.94006364967377,0.4458683602158585,2.377429022783138e-08,-29.5407621239797,0.6374183656691389,2.377429022783138e-08,-31.608979400491,0.725875861338501,2.377429022783138e-08,-46.3298799337096,1.812379155210218
2.403730152782482e-08,-23.922897928398,0.4408441114268897,2.403730152782482e-08,-29.51983240342766,0.6302859770069843,2.403730152782482e-08,-31.58890939199597,0.7178613428532706,2.403730152782482e-08,-46.33612798770604,1.795684290377093
2.430322248119851e-08,-23.90566921291353,0.435875724805955,2.430322248119851e-08,-29.49885004990142,0.6232330865319711,2.430322248119851e-08,-31.56881093084729,0.7099360318057303,2.430322248119851e-08,-46.34249114595315,1.779160290751747
2.457208527699828e-08,-23.88837769528398,0.4309625885899162,2.457208527699828e-08,-29.47781564745908,0.6162588224599871,2.457208527699828e-08,-31.54868481755566,0.7020989480132037,2.457208527699828e-08,-46.34896887524756,1.762805264216472
2.484392246037242e-08,-23.87102354941288,0.4261040968628363,2.484392246037242e-08,-29.45672978276385,0.6093623222959181,2.484392246037242e-08,-31.52853187955719,0.6943491228541571,2.484392246037242e-08,-46.35556060871958,1.746617339464637
2.511876693651117e-08,-23.85360698139912,0.421299651293596,2.511876693651117e-08,-29.43559305791313,0.6025427332603249,2.511876693651117e-08,-31.50835290813595,0.6866855963639477,2.511876693651117e-08,-46.36226577417017,1.730594667899495
2.53966519746298e-08,-23.83612816570297,0.416548658789715,2.53966519746298e-08,-29.41440607439494,0.5957992115192831,2.53966519746298e-08,-31.48814875943678,0.6791074215573967,2.53966519746298e-08,-46.36908376737987,1.714735421346751
2.567761121199576e-08,-23.81858732101655,0.4118505341016585,2.567761121199576e-08,-29.3931694181362,0.5891309215004389,2.567761121199576e-08,-31.46792022744861,0.6716136587797514,2.567761121199576e-08,-46.37601387386765,1.699037786117569
2.596167865800041e-08,-23.80098462810654,0.4072046968802097,2.596167865800041e-08,-29.37188371872413,0.58253703817809,2.596167865800041e-08,-31.44766814429831,0.6642033799681974,2.596167865800041e-08,-46.38305540503669,1.683499972926273
2.624888869827574e-08,-23.78332031074436,0.4026105744083767,2.624888869827574e-08,-29.35054958722589,0.5760167444644597,2.624888869827574e-08,-31.42739336060615,0.6568756676505058,2.624888869827574e-08,-46.39020761880415,1.668120210781072
2.653927609885667e-08,-23.76559456794866,0.3980675992029573,2.653927609885667e-08,-29.3291676385736,0.5695692320292544,2.653927609885667e-08,-31.40709667609437,0.6496296119481445,2.653927609885667e-08,-46.39746979922329,1.652896752507022
2.683287601038943e-08,-23.74780760320061,0.3935752099603546,2.683287601038943e-08,-29.30773849486231,0.5631937013334209,2.683287601038943e-08,-31.38677895635503,0.6424643153532359,2.683287601038943e-08,-46.40484110186834,1.63782786344752
2.712972397238637e-08,-23.7299596395834,0.3891328519813798,2.712972397238637e-08,-29.28626277096689,0.5568893609866243,2.712972397238637e-08,-31.36644101256443,0.6353788876370476,2.712972397238637e-08,-46.41232068608719,1.622911830811788
2.7429855917528e-08,-23.7120508977927,0.3847399763668694,2.7429855917528e-08,-29.26474112165102,0.5506554294447904,2.7429855917528e-08,-31.34608371597676,0.6283724504452087,2.7429855917528e-08,-46.41990766455905,1.608146959858097
2.773330817601252e-08,-23.69408159947396,0.3803960400688781,2.773330817601252e-08,-29.24317416595314,0.5444911320453275,2.773330817601252e-08,-31.3257078903127,0.6214441328249164,2.773330817601252e-08,-46.42760120472895,1.593531580689255
2.80401174799535e-08,-23.67605197625541,0.376100506115894,2.80401174799535e-08,-29.22156256867952,0.5383957039879087,2.80401174799535e-08,-31.30531437523115,0.6145930737149181,2.80401174799535e-08,-46.43540030455962,1.579064032549398
2.835032096782622e-08,-23.65796224329937,0.371852842710637,2.835032096782622e-08,-29.19990696617506,0.5323683874704369,2.835032096782622e-08,-31.28490403798732,0.6078184222727413,2.835032096782622e-08,-46.44330399531106,1.564742677700898
2.866395618896315e-08,-23.63981265523665,0.3676525249309461,2.866395618896315e-08,-29.17820801267313,0.5264084333311597,2.866395618896315e-08,-31.26447771826409,0.6011193356152295,2.866395618896315e-08,-46.45131134000495,1.550565900915939
2.898106110809924e-08,-23.62160343889637,0.3634990325482027,2.898106110809924e-08,-29.15646637462225,0.5205151007351522,2.898106110809924e-08,-31.24403627928931,0.594494980723198,2.898106110809924e-08,-46.45942128809994,1.536532099488517
2.930167410996743e-08,-23.60333485433076,0.3593918518657961,2.930167410996743e-08,-29.13468270117527,0.5146876560364602,2.930167410996743e-08,-31.22358057257796,0.5879445329835504,2.930167410996743e-08,-46.4676326805229,1.522639683624582
2.962583400394504e-08,-23.58500712943567,0.3553304736502971,2.962583400394504e-08,-29.11285769250482,0.5089253751131957,2.962583400394504e-08,-31.20311146888329,0.581467177274502,2.962583400394504e-08,-46.4759444898626,1.508887092045099
2.995358002875154e-08,-23.56662053096924,0.3513143952347174,2.995358002875154e-08,-29.09099198989517,0.5032275394120385,2.995358002875154e-08,-31.18262982395358,0.5750621065836892,2.995358002875154e-08,-46.48435560454706,1.495272777442926
3.028495185719827e-08,-23.54817531667716,0.3473431189980509,3.028495185719827e-08,-29.06908629176216,0.4975934399374374,3.028495185719827e-08,-31.16213651797291,0.568728523385965,3.028495185719827e-08,-46.49286483255824,1.48179520668969
3.061998960099077e-08,-23.52967174977659,0.3434161527469341,3.061998960099077e-08,-29.04714129220972,0.4920223750019855,3.061998960099077e-08,-31.14163241296653,0.5624656379797454,3.061998960099077e-08,-46.50147097371089,1.468452865349192
3.095873381558417e-08,-23.51111009125157,0.3395330094333533,3.095873381558417e-08,-29.02515767706049,0.4865136500300872,3.095873381558417e-08,-31.12111836540517,0.5562726688866158,3.095873381558417e-08,-46.51017284272361,1.45524425886216
3.130122550509236e-08,-23.49249061898823,0.3356932076500633,3.130122550509236e-08,-29.00313614286469,0.4810665781290912,3.130122550509236e-08,-31.1005952898533,0.5501488450218236,3.130122550509236e-08,-46.51896913359621,1.442167903836614
3.164750612725137e-08,-23.47381361448502,0.3318962711799357,3.164750612725137e-08,-28.98107739974747,0.4756804800930978,3.164750612725137e-08,-31.08006403051381,0.5440934010252553,3.164750612725137e-08,-46.527858625601,1.429222340751622
3.199761759843779e-08,-23.45507934534493,0.3281417284527989,3.199761759843779e-08,-28.95898215195721,0.4703546836805474,3.199761759843779e-08,-31.05952548618385,0.5381055816221471,3.199761759843779e-08,-46.5368399144449,1.41640611711315
3.235160229874259e-08,-23.43628811501123,0.3244291138857435,3.235160229874259e-08,-28.93685112350826,0.4650885243763833,3.235160229874259e-08,-31.03898053491802,0.5321846388705472,3.235160229874259e-08,-46.54591172693522,1.403717806644669
3.270950307710116e-08,-23.41744020376511,0.3207579661733538,3.270950307710116e-08,-28.91468502443561,0.4598813442215948,3.270950307710116e-08,-31.01843006277003,0.5263298330907923,3.270950307710116e-08,-46.55507267656193,1.391155994079412
3.307136325648001e-08,-23.39853592291006,0.3171278297337978,3.307136325648001e-08,-28.89248459779985,0.4547324932427176,3.307136325648001e-08,-30.99787497432948,0.5205404331253517,3.307136325648001e-08,-46.56432135456181,1.378719280595568
3.343722663912097e-08,-23.37957557212679,0.3135382534783819,3.343722663912097e-08,-28.87025055777203,0.4496413274102803,3.343722663912097e-08,-30.9773161379289,0.514815714414547,3.343722663912097e-08,-46.5736562883571,1.366406281183329
3.380713751184328e-08,-23.36055945792707,0.3099887912680248,3.380713751184328e-08,-28.84798365742988,0.4446072107012586,3.380713751184328e-08,-30.95675447832403,0.5091549620192153,3.380713751184328e-08,-46.58307609227152,1.35421563330571
3.418114065140444e-08,-23.34148788695377,0.306479001681546,3.418114065140444e-08,-28.82568464861855,0.439629513751839,3.418114065140444e-08,-30.93619086570776,0.503557466848783,3.418114065140444e-08,-46.59257917077935,1.342145979354011
3.455928132992028e-08,-23.32236119294755,0.3030084486662563,3.455928132992028e-08,-28.80335427176274,0.434707613489284,3.455928132992028e-08,-30.91562620743091,0.4980225286220261,3.455928132992028e-08,-46.60216410120066,1.330195988752887
3.494160532034507e-08,-23.30317969161048,0.2995767003006367,3.494160532034507e-08,-28.78099329360575,0.429840894209034,3.494160532034507e-08,-30.89506141780257,0.4925494547704442,3.494160532034507e-08,-46.6118292972849,1.318364338269103
3.53281589020122e-08,-23.2839437173329,0.2961833297032886,3.53281589020122e-08,-28.75860247579387,0.4250287465459493,3.53281589020122e-08,-30.8744973745323,0.487137558984012,3.53281589020122e-08,-46.6215731794962,1.306649721718301
3.571898886623615e-08,-23.26465360709092,0.2928279145599499,3.571898886623615e-08,-28.73618257852806,0.4202705675266947,3.571898886623615e-08,-30.85393502176021,0.4817861644029091,3.571898886623615e-08,-46.63139413447105,1.295050847457226
3.611414252197652e-08,-23.24530970357339,0.2895100371536442,3.611414252197652e-08,-28.71373439009046,0.4155657613615402,3.611414252197652e-08,-30.833375234492,0.4764945992635014,3.611414252197652e-08,-46.64129053664815,1.283566439416903
3.651366770156461e-08,-23.2259123536638,0.2862292842764707,3.651366770156461e-08,-28.69125868997088,0.4109137382893691,3.651366770156461e-08,-30.81281895079145,0.4712622009656617,3.651366770156461e-08,-46.6512607291127,1.272195235854233
3.69176127664934e-08,-23.20646192476774,0.2829852475774248,3.69176127664934e-08,-28.66875625906745,0.4063139148190904,3.69176127664934e-08,-30.79226707590842,0.4660883130101246,3.69176127664934e-08,-46.66130304477895,1.260935990338585
3.73260266132716e-08,-23.1869587631571,0.2797775224938089,3.73260266132716e-08,-28.64622788926074,0.4017657139355666,3.73260266132716e-08,-30.7717205084015,0.460972285759701,3.73260266132716e-08,-46.67141572906237,1.249787467412723
3.773895867934246e-08,-23.16740324172535,0.2766057093707163,3.773895867934246e-08,-28.62367439237486,0.3972685652724251,3.773895867934246e-08,-30.75118017893329,0.4559134775253048,3.773895867934246e-08,-46.68159707905668,1.238748449947021
3.815645894906799e-08,-23.14779573183182,0.2734694127243195,3.815645894906799e-08,-28.60109657157956,0.3928219042430884,3.815645894906799e-08,-30.73064700867359,0.4509112532314896,3.815645894906799e-08,-46.69184528834614,1.2278177306438
